pclass,age,sex,survived
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,yes
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,male,no
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,yes
4,adult,female,no
4,adult,female,no
4,adult,female,no
